10 Bře 2015 22:36:56,434 DEBUG connection.Server - Game manager created, maximum number of rooms is 5, maximum number of players per room is 1
10 Bře 2015 22:36:56,434  INFO connection.Server - Server started! Listening on port 6666
16 Bře 2015 03:08:08,477  INFO game.Starter - Starting game in room 1426470966050 in 5 seconds
16 Bře 2015 03:08:09,017 DEBUG connection.ServerThread - Received download-homeworks from IP /127.0.0.1
16 Bře 2015 03:08:09,017 DEBUG game.GameManager - Preparing to resolve message: download-homeworks
16 Bře 2015 03:08:13,478  INFO game.Starter - Session in room 1426470966050 has started
16 Bře 2015 03:08:37,041 ERROR connection.ServerThread - Error in the run() block: 
java.net.SocketException: Connection reset
16 Bře 2015 03:08:37,041  INFO game.Room - Player tester has left the room 1426470966050
16 Bře 2015 03:08:37,041 DEBUG game.GameManager - Dropped player tester from server
16 Bře 2015 03:08:37,041 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
16 Bře 2015 03:08:37,041  INFO connection.ServerThread - Client has left: /127.0.0.1
16 Bře 2015 03:08:39,393  INFO connection.ServerThread - Client has connected: /127.0.0.1
16 Bře 2015 03:08:39,395 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
16 Bře 2015 03:08:39,395 DEBUG game.GameManager - Preparing to resolve message: login-tester
16 Bře 2015 03:08:39,395  INFO game.Room - Player tester has entered the room 1426470966050
16 Bře 2015 03:08:39,395  INFO game.GameManager - Starting game in room 1426470966050 in 5 seconds
16 Bře 2015 03:08:39,396 DEBUG game.Room - Broadcasted message user1-tester to room 1426470966050
16 Bře 2015 03:08:39,401  INFO game.Starter - Starting game in room 1426470966050 in 5 seconds
16 Bře 2015 03:08:39,798 DEBUG connection.ServerThread - Received download-homeworks from IP /127.0.0.1
16 Bře 2015 03:08:39,798 DEBUG game.GameManager - Preparing to resolve message: download-homeworks
16 Bře 2015 03:08:44,402  INFO game.Starter - Session in room 1426470966050 has started
16 Bře 2015 03:28:35,741 ERROR connection.ServerThread - Error in the run() block: 
java.net.SocketException: Connection reset
16 Bře 2015 03:28:35,742  INFO game.Room - Player tester has left the room 1426470966050
16 Bře 2015 03:28:35,742 DEBUG game.GameManager - Dropped player tester from server
16 Bře 2015 03:28:35,742 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
16 Bře 2015 03:28:35,742  INFO connection.ServerThread - Client has left: /127.0.0.1
16 Bře 2015 03:29:02,232  INFO connection.ServerThread - Client has connected: /127.0.0.1
16 Bře 2015 03:29:02,234 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
16 Bře 2015 03:29:02,235 DEBUG game.GameManager - Preparing to resolve message: login-tester
16 Bře 2015 03:29:02,236  INFO game.Room - Created a new room 1426472942236
16 Bře 2015 03:29:02,236  INFO game.Room - Player tester has entered the room 1426472942236
16 Bře 2015 03:29:02,605 DEBUG connection.ServerThread - Received download-homeworks from IP /127.0.0.1
16 Bře 2015 03:29:02,605 DEBUG game.GameManager - Preparing to resolve message: download-homeworks
16 Bře 2015 03:29:55,541 ERROR connection.ServerThread - Error in the run() block: 
java.net.SocketException: Connection reset
16 Bře 2015 03:29:55,541  INFO game.Room - Player tester has left the room 1426472942236
16 Bře 2015 03:29:55,541 DEBUG game.GameManager - Dropped player tester from server
16 Bře 2015 03:29:55,541 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
16 Bře 2015 03:29:55,542  INFO connection.ServerThread - Client has left: /127.0.0.1
16 Bře 2015 03:29:56,282  INFO connection.ServerThread - Client has connected: /127.0.0.1
16 Bře 2015 03:29:56,284 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
16 Bře 2015 03:29:56,284 DEBUG game.GameManager - Preparing to resolve message: login-tester
16 Bře 2015 03:29:56,284  INFO game.Room - Player tester has entered the room 1426472942236
16 Bře 2015 03:29:56,284  INFO game.GameManager - Starting game in room 1426472942236 in 5 seconds
16 Bře 2015 03:29:56,285 DEBUG game.Room - Broadcasted message user1-tester to room 1426472942236
16 Bře 2015 03:29:56,286  INFO game.Starter - Starting game in room 1426472942236 in 5 seconds
16 Bře 2015 03:29:56,734 DEBUG connection.ServerThread - Received download-homeworks from IP /127.0.0.1
16 Bře 2015 03:29:56,735 DEBUG game.GameManager - Preparing to resolve message: download-homeworks
16 Bře 2015 03:30:01,287  INFO game.Starter - Session in room 1426472942236 has started
16 Bře 2015 03:30:11,795 DEBUG connection.ServerThread - Received solution-1-11-1-0.01 from IP /127.0.0.1
16 Bře 2015 03:30:11,795 DEBUG game.GameManager - Preparing to resolve message: solution-1-11-1-0.01
16 Bře 2015 03:35:40,294 ERROR connection.ServerThread - Error in the run() block: 
java.net.SocketException: Connection reset
16 Bře 2015 03:35:40,294  INFO game.Room - Player tester has left the room 1426472942236
16 Bře 2015 03:35:40,294 DEBUG game.GameManager - Dropped player tester from server
16 Bře 2015 03:35:40,294 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
16 Bře 2015 03:35:40,294  INFO connection.ServerThread - Client has left: /127.0.0.1
16 Bře 2015 03:35:43,072  INFO connection.ServerThread - Client has connected: /127.0.0.1
16 Bře 2015 03:35:43,074 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
16 Bře 2015 03:35:43,074 DEBUG game.GameManager - Preparing to resolve message: login-tester
16 Bře 2015 03:35:43,074  INFO game.Room - Player tester has entered the room 1426472942236
16 Bře 2015 03:35:43,075  INFO game.GameManager - Starting game in room 1426472942236 in 5 seconds
16 Bře 2015 03:35:43,075 DEBUG game.Room - Broadcasted message user1-tester to room 1426472942236
16 Bře 2015 03:35:43,075  INFO game.Starter - Starting game in room 1426472942236 in 5 seconds
16 Bře 2015 03:35:43,369 DEBUG connection.ServerThread - Received download-homeworks from IP /127.0.0.1
16 Bře 2015 03:35:43,369 DEBUG game.GameManager - Preparing to resolve message: download-homeworks
16 Bře 2015 03:35:48,076  INFO game.Starter - Session in room 1426472942236 has started
16 Bře 2015 03:36:23,433 ERROR connection.ServerThread - Error in the run() block: 
java.net.SocketException: Connection reset
16 Bře 2015 03:36:23,433  INFO game.Room - Player tester has left the room 1426472942236
16 Bře 2015 03:36:23,433 DEBUG game.GameManager - Dropped player tester from server
16 Bře 2015 03:36:23,433 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
16 Bře 2015 03:36:23,433  INFO connection.ServerThread - Client has left: /127.0.0.1
16 Bře 2015 03:36:27,329  INFO connection.ServerThread - Client has connected: /127.0.0.1
16 Bře 2015 03:36:27,331 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
16 Bře 2015 03:36:27,331 DEBUG game.GameManager - Preparing to resolve message: login-tester
16 Bře 2015 03:36:27,332  INFO game.Room - Player tester has entered the room 1426472942236
16 Bře 2015 03:36:27,332  INFO game.GameManager - Starting game in room 1426472942236 in 5 seconds
16 Bře 2015 03:36:27,332 DEBUG game.Room - Broadcasted message user1-tester to room 1426472942236
16 Bře 2015 03:36:27,333  INFO game.Starter - Starting game in room 1426472942236 in 5 seconds
16 Bře 2015 03:36:28,244 DEBUG connection.ServerThread - Received download-homeworks from IP /127.0.0.1
16 Bře 2015 03:36:28,244 DEBUG game.GameManager - Preparing to resolve message: download-homeworks
16 Bře 2015 03:36:32,333  INFO game.Starter - Session in room 1426472942236 has started
16 Bře 2015 03:38:45,652 ERROR connection.ServerThread - Error in the run() block: 
java.net.SocketException: Connection reset
16 Bře 2015 03:38:45,652  INFO game.Room - Player tester has left the room 1426472942236
16 Bře 2015 03:38:45,652 DEBUG game.GameManager - Dropped player tester from server
16 Bře 2015 03:38:45,652 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
16 Bře 2015 03:38:45,652  INFO connection.ServerThread - Client has left: /127.0.0.1
16 Bře 2015 03:38:48,738  INFO connection.ServerThread - Client has connected: /127.0.0.1
16 Bře 2015 03:38:48,740 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
16 Bře 2015 03:38:48,740 DEBUG game.GameManager - Preparing to resolve message: login-tester
16 Bře 2015 03:38:48,740  INFO game.Room - Player tester has entered the room 1426472942236
16 Bře 2015 03:38:48,740  INFO game.GameManager - Starting game in room 1426472942236 in 5 seconds
16 Bře 2015 03:38:48,741 DEBUG game.Room - Broadcasted message user1-tester to room 1426472942236
16 Bře 2015 03:38:48,743  INFO game.Starter - Starting game in room 1426472942236 in 5 seconds
16 Bře 2015 03:38:49,217 DEBUG connection.ServerThread - Received download-homeworks from IP /127.0.0.1
16 Bře 2015 03:38:49,217 DEBUG game.GameManager - Preparing to resolve message: download-homeworks
16 Bře 2015 03:38:53,745  INFO game.Starter - Session in room 1426472942236 has started
16 Bře 2015 03:40:46,336  INFO connection.ServerThread - Client has connected: /127.0.0.1
16 Bře 2015 03:40:46,340 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
16 Bře 2015 03:40:46,340 DEBUG game.GameManager - Preparing to resolve message: login-tester
16 Bře 2015 03:40:46,342  INFO game.Room - Created a new room 1426473646342
16 Bře 2015 03:40:46,342  INFO game.Room - Player tester has entered the room 1426473646342
16 Bře 2015 03:40:46,752 DEBUG connection.ServerThread - Received download-homeworks from IP /127.0.0.1
16 Bře 2015 03:40:46,752 DEBUG game.GameManager - Preparing to resolve message: download-homeworks
16 Bře 2015 03:41:40,278 DEBUG connection.ServerThread - Received solution-1-11-1-0.01 from IP /127.0.0.1
16 Bře 2015 03:41:40,278 DEBUG game.GameManager - Preparing to resolve message: solution-1-11-1-0.01
16 Bře 2015 03:42:37,813 ERROR connection.ServerThread - Error in the run() block: 
java.net.SocketException: Connection reset
16 Bře 2015 03:42:37,813  INFO game.Room - Player tester has left the room 1426473646342
16 Bře 2015 03:42:37,813 DEBUG game.GameManager - Dropped player tester from server
16 Bře 2015 03:42:37,814 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
16 Bře 2015 03:42:37,814  INFO connection.ServerThread - Client has left: /127.0.0.1
16 Bře 2015 03:43:23,910  INFO connection.ServerThread - Client has connected: /127.0.0.1
16 Bře 2015 03:43:23,912 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
16 Bře 2015 03:43:23,912 DEBUG game.GameManager - Preparing to resolve message: login-tester
16 Bře 2015 03:43:23,912  INFO game.Room - Player tester has entered the room 1426473646342
16 Bře 2015 03:43:23,913  INFO game.GameManager - Starting game in room 1426473646342 in 5 seconds
16 Bře 2015 03:43:23,914 DEBUG game.Room - Broadcasted message user1-tester to room 1426473646342
16 Bře 2015 03:43:23,914  INFO game.Starter - Starting game in room 1426473646342 in 5 seconds
16 Bře 2015 03:43:25,060 DEBUG connection.ServerThread - Received download-homeworks from IP /127.0.0.1
16 Bře 2015 03:43:25,060 DEBUG game.GameManager - Preparing to resolve message: download-homeworks
16 Bře 2015 03:43:28,915  INFO game.Starter - Session in room 1426473646342 has started
16 Bře 2015 03:44:10,413 ERROR connection.ServerThread - Error in the run() block: 
java.net.SocketException: Connection reset
16 Bře 2015 03:44:10,413  INFO game.Room - Player tester has left the room 1426473646342
16 Bře 2015 03:44:10,413 DEBUG game.GameManager - Dropped player tester from server
16 Bře 2015 03:44:10,413 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
16 Bře 2015 03:44:10,413  INFO connection.ServerThread - Client has left: /127.0.0.1
16 Bře 2015 03:44:12,851  INFO connection.ServerThread - Client has connected: /127.0.0.1
16 Bře 2015 03:44:12,853 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
16 Bře 2015 03:44:12,853 DEBUG game.GameManager - Preparing to resolve message: login-tester
16 Bře 2015 03:44:12,853  INFO game.Room - Player tester has entered the room 1426473646342
16 Bře 2015 03:44:12,853  INFO game.GameManager - Starting game in room 1426473646342 in 5 seconds
16 Bře 2015 03:44:12,854 DEBUG game.Room - Broadcasted message user1-tester to room 1426473646342
16 Bře 2015 03:44:12,854  INFO game.Starter - Starting game in room 1426473646342 in 5 seconds
16 Bře 2015 03:44:13,298 DEBUG connection.ServerThread - Received download-homeworks from IP /127.0.0.1
16 Bře 2015 03:44:13,298 DEBUG game.GameManager - Preparing to resolve message: download-homeworks
16 Bře 2015 03:44:17,854  INFO game.Starter - Session in room 1426473646342 has started
16 Bře 2015 03:46:04,230 ERROR connection.ServerThread - Error in the run() block: 
java.net.SocketException: Connection reset
16 Bře 2015 03:46:04,230  INFO game.Room - Player tester has left the room 1426473646342
16 Bře 2015 03:46:04,230 DEBUG game.GameManager - Dropped player tester from server
16 Bře 2015 03:46:04,230 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
16 Bře 2015 03:46:04,230  INFO connection.ServerThread - Client has left: /127.0.0.1
16 Bře 2015 03:46:06,962  INFO connection.ServerThread - Client has connected: /127.0.0.1
16 Bře 2015 03:46:06,964 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
16 Bře 2015 03:46:06,964 DEBUG game.GameManager - Preparing to resolve message: login-tester
16 Bře 2015 03:46:06,964  INFO game.Room - Player tester has entered the room 1426473646342
16 Bře 2015 03:46:06,964  INFO game.GameManager - Starting game in room 1426473646342 in 5 seconds
16 Bře 2015 03:46:06,965 DEBUG game.Room - Broadcasted message user1-tester to room 1426473646342
16 Bře 2015 03:46:06,965  INFO game.Starter - Starting game in room 1426473646342 in 5 seconds
16 Bře 2015 03:46:07,497 DEBUG connection.ServerThread - Received download-homeworks from IP /127.0.0.1
16 Bře 2015 03:46:07,498 DEBUG game.GameManager - Preparing to resolve message: download-homeworks
16 Bře 2015 03:46:11,967  INFO game.Starter - Session in room 1426473646342 has started
16 Bře 2015 03:46:12,749 DEBUG connection.ServerThread - Received solution-2-13-1-0.03 from IP /127.0.0.1
16 Bře 2015 03:46:12,749 DEBUG game.GameManager - Preparing to resolve message: solution-2-13-1-0.03
16 Bře 2015 03:50:11,179  INFO connection.ServerThread - Client has connected: /127.0.0.1
16 Bře 2015 03:50:11,182 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
16 Bře 2015 03:50:11,182 DEBUG game.GameManager - Preparing to resolve message: login-tester
16 Bře 2015 03:50:11,185  INFO game.Room - Created a new room 1426474211185
16 Bře 2015 03:50:11,185  INFO game.Room - Player tester has entered the room 1426474211185
16 Bře 2015 03:50:12,790 DEBUG connection.ServerThread - Received download-homeworks from IP /127.0.0.1
16 Bře 2015 03:50:12,790 DEBUG game.GameManager - Preparing to resolve message: download-homeworks
16 Bře 2015 03:50:18,150 DEBUG connection.ServerThread - Received solution-1-11-1-0.01 from IP /127.0.0.1
16 Bře 2015 03:50:18,151 DEBUG game.GameManager - Preparing to resolve message: solution-1-11-1-0.01
16 Bře 2015 03:52:02,923 ERROR connection.ServerThread - Error in the run() block: 
java.net.SocketException: Connection reset
16 Bře 2015 03:52:02,923  INFO game.Room - Player tester has left the room 1426474211185
16 Bře 2015 03:52:02,923 DEBUG game.GameManager - Dropped player tester from server
16 Bře 2015 03:52:02,923 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
16 Bře 2015 03:52:02,923  INFO connection.ServerThread - Client has left: /127.0.0.1
16 Bře 2015 03:52:36,382  INFO connection.ServerThread - Client has connected: /127.0.0.1
16 Bře 2015 03:52:36,385 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
16 Bře 2015 03:52:36,385 DEBUG game.GameManager - Preparing to resolve message: login-tester
16 Bře 2015 03:52:36,386  INFO game.Room - Created a new room 1426474356386
16 Bře 2015 03:52:36,386  INFO game.Room - Player tester has entered the room 1426474356386
16 Bře 2015 03:52:36,922 DEBUG connection.ServerThread - Received download-homeworks from IP /127.0.0.1
16 Bře 2015 03:52:36,922 DEBUG game.GameManager - Preparing to resolve message: download-homeworks
16 Bře 2015 03:52:40,024 DEBUG connection.ServerThread - Received solution-1-11-1-0.01 from IP /127.0.0.1
16 Bře 2015 03:52:40,025 DEBUG game.GameManager - Preparing to resolve message: solution-1-11-1-0.01
16 Bře 2015 03:55:58,860 ERROR connection.ServerThread - Error in the run() block: 
java.net.SocketException: Connection reset
16 Bře 2015 03:55:58,860  INFO game.Room - Player tester has left the room 1426474356386
16 Bře 2015 03:55:58,860 DEBUG game.GameManager - Dropped player tester from server
16 Bře 2015 03:55:58,860 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
16 Bře 2015 03:55:58,861  INFO connection.ServerThread - Client has left: /127.0.0.1
16 Bře 2015 03:57:01,215  INFO connection.ServerThread - Client has connected: /127.0.0.1
16 Bře 2015 03:57:01,216 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
16 Bře 2015 03:57:01,216 DEBUG game.GameManager - Preparing to resolve message: login-tester
16 Bře 2015 03:57:01,217  INFO game.Room - Player tester has entered the room 1426474356386
16 Bře 2015 03:57:01,217  INFO game.GameManager - Starting game in room 1426474356386 in 5 seconds
16 Bře 2015 03:57:01,218 DEBUG game.Room - Broadcasted message user1-tester to room 1426474356386
16 Bře 2015 03:57:01,218  INFO game.Starter - Starting game in room 1426474356386 in 5 seconds
16 Bře 2015 03:57:02,031 DEBUG connection.ServerThread - Received download-homeworks from IP /127.0.0.1
16 Bře 2015 03:57:02,031 DEBUG game.GameManager - Preparing to resolve message: download-homeworks
16 Bře 2015 03:57:03,935 DEBUG connection.ServerThread - Received solution-2-13-1-0.03 from IP /127.0.0.1
16 Bře 2015 03:57:03,936 DEBUG game.GameManager - Preparing to resolve message: solution-2-13-1-0.03
16 Bře 2015 03:57:06,219  INFO game.Starter - Session in room 1426474356386 has started
16 Bře 2015 03:58:08,814 ERROR connection.ServerThread - Error in the run() block: 
java.net.SocketException: Connection reset
16 Bře 2015 03:58:08,814  INFO game.Room - Player tester has left the room 1426474356386
16 Bře 2015 03:58:08,815 DEBUG game.GameManager - Dropped player tester from server
16 Bře 2015 03:58:08,815 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
16 Bře 2015 03:58:08,815  INFO connection.ServerThread - Client has left: /127.0.0.1
16 Bře 2015 03:58:55,763  INFO connection.ServerThread - Client has connected: /127.0.0.1
16 Bře 2015 03:58:55,766 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
16 Bře 2015 03:58:55,766 DEBUG game.GameManager - Preparing to resolve message: login-tester
16 Bře 2015 03:58:55,767  INFO game.Room - Created a new room 1426474735767
16 Bře 2015 03:58:55,768  INFO game.Room - Player tester has entered the room 1426474735767
16 Bře 2015 03:58:56,206 DEBUG connection.ServerThread - Received download-homeworks from IP /127.0.0.1
16 Bře 2015 03:58:56,206 DEBUG game.GameManager - Preparing to resolve message: download-homeworks
16 Bře 2015 03:58:58,560 DEBUG connection.ServerThread - Received solution-2-13-1-0.03 from IP /127.0.0.1
16 Bře 2015 03:58:58,561 DEBUG game.GameManager - Preparing to resolve message: solution-2-13-1-0.03
16 Bře 2015 03:58:58,562 DEBUG connection.ServerThread - Received solution-1-11-1-0.01 from IP /127.0.0.1
16 Bře 2015 03:58:58,564 DEBUG game.GameManager - Preparing to resolve message: solution-1-11-1-0.01
16 Bře 2015 03:59:15,903 ERROR connection.ServerThread - Error in the run() block: 
java.net.SocketException: Connection reset
16 Bře 2015 03:59:15,903  INFO game.Room - Player tester has left the room 1426474735767
16 Bře 2015 03:59:15,903 DEBUG game.GameManager - Dropped player tester from server
16 Bře 2015 03:59:15,903 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
16 Bře 2015 03:59:15,904  INFO connection.ServerThread - Client has left: /127.0.0.1
22 Bře 2015 15:15:34,524  INFO connection.ServerThread - Client has connected: /127.0.0.1
22 Bře 2015 15:15:34,528 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
22 Bře 2015 15:15:34,529 DEBUG session.GameManager - Preparing to resolve message: login-tester
22 Bře 2015 15:15:34,530  INFO session.Room - Created a new room 1427033734530
22 Bře 2015 15:15:34,530  INFO session.Room - Player tester has entered the room 1427033734530
22 Bře 2015 15:15:35,158 DEBUG connection.ServerThread - Received download-homeworks from IP /127.0.0.1
22 Bře 2015 15:15:35,158 DEBUG session.GameManager - Preparing to resolve message: download-homeworks
22 Bře 2015 15:16:32,488  INFO connection.ServerThread - Client has connected: /127.0.0.1
22 Bře 2015 15:16:32,490 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
22 Bře 2015 15:16:32,490 DEBUG session.GameManager - Preparing to resolve message: login-tester
22 Bře 2015 15:16:32,491  INFO session.Room - Created a new room 1427033792491
22 Bře 2015 15:16:32,492  INFO session.Room - Player tester has entered the room 1427033792491
22 Bře 2015 15:16:34,735 DEBUG connection.ServerThread - Received download-homeworks from IP /127.0.0.1
22 Bře 2015 15:16:34,735 DEBUG session.GameManager - Preparing to resolve message: download-homeworks
22 Bře 2015 16:13:13,101 ERROR connection.ServerThread - Error in the run() block: 
java.net.SocketException: Connection reset
22 Bře 2015 16:13:13,102  INFO session.Room - Player tester has left the room 1427033792491
22 Bře 2015 16:13:13,102 DEBUG session.GameManager - Dropped player tester from server
22 Bře 2015 16:13:13,102 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
22 Bře 2015 16:13:13,102  INFO connection.ServerThread - Client has left: /127.0.0.1
22 Bře 2015 17:32:20,679  INFO connection.ServerThread - Client has connected: /127.0.0.1
22 Bře 2015 17:32:20,682 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
22 Bře 2015 17:32:20,682 DEBUG session.GameManager - Preparing to resolve message: login-tester
22 Bře 2015 17:32:20,683  INFO session.Room - Created a new room 1427041940683
22 Bře 2015 17:32:20,683  INFO session.Room - Player tester has entered the room 1427041940683
22 Bře 2015 17:32:21,669 DEBUG connection.ServerThread - Received download-homeworks from IP /127.0.0.1
22 Bře 2015 17:32:21,669 DEBUG session.GameManager - Preparing to resolve message: download-homeworks
22 Bře 2015 17:33:31,402 ERROR connection.ServerThread - Error in the run() block: 
java.net.SocketException: Connection reset
22 Bře 2015 17:33:31,402  INFO session.Room - Player tester has left the room 1427041940683
22 Bře 2015 17:33:31,402 DEBUG session.GameManager - Dropped player tester from server
22 Bře 2015 17:33:31,402 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
22 Bře 2015 17:33:31,403  INFO connection.ServerThread - Client has left: /127.0.0.1
22 Bře 2015 18:57:06,721  INFO connection.ServerThread - Client has connected: /127.0.0.1
22 Bře 2015 18:57:06,725 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
22 Bře 2015 18:57:06,726 DEBUG session.GameManager - Preparing to resolve message: login-tester
22 Bře 2015 18:57:06,728  INFO session.Room - Created a new room 1427047026728
22 Bře 2015 18:57:06,729  INFO session.Room - Player tester has entered the room 1427047026728
22 Bře 2015 18:57:08,598 DEBUG connection.ServerThread - Received download-homeworks from IP /127.0.0.1
22 Bře 2015 18:57:08,598 DEBUG session.GameManager - Preparing to resolve message: download-homeworks
22 Bře 2015 18:57:08,598  INFO session.Room - Player tester has left the room 1427047026728
22 Bře 2015 18:57:08,599 DEBUG session.GameManager - Dropped player tester from server
22 Bře 2015 18:57:08,599 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
22 Bře 2015 18:57:08,599  INFO connection.ServerThread - Client has left: /127.0.0.1
22 Bře 2015 19:01:19,638  INFO connection.ServerThread - Client has connected: /127.0.0.1
22 Bře 2015 19:01:19,641 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
22 Bře 2015 19:01:19,641 DEBUG session.GameManager - Preparing to resolve message: login-tester
22 Bře 2015 19:01:19,643  INFO session.Room - Created a new room 1427047279643
22 Bře 2015 19:01:19,643  INFO session.Room - Player tester has entered the room 1427047279643
22 Bře 2015 19:01:20,277 DEBUG connection.ServerThread - Received download-homeworks from IP /127.0.0.1
22 Bře 2015 19:01:20,277 DEBUG session.GameManager - Preparing to resolve message: download-homeworks
22 Bře 2015 19:01:20,277  INFO session.Room - Player tester has left the room 1427047279643
22 Bře 2015 19:01:20,277 DEBUG session.GameManager - Dropped player tester from server
22 Bře 2015 19:01:20,277 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
22 Bře 2015 19:01:20,278  INFO connection.ServerThread - Client has left: /127.0.0.1
22 Bře 2015 19:02:38,609  INFO connection.ServerThread - Client has connected: /127.0.0.1
22 Bře 2015 19:02:38,611 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
22 Bře 2015 19:02:38,611 DEBUG session.GameManager - Preparing to resolve message: login-tester
22 Bře 2015 19:02:38,612  INFO session.Room - Created a new room 1427047358612
22 Bře 2015 19:02:38,613  INFO session.Room - Player tester has entered the room 1427047358612
22 Bře 2015 19:02:39,065 DEBUG connection.ServerThread - Received download-homeworks-all from IP /127.0.0.1
22 Bře 2015 19:02:39,065 DEBUG session.GameManager - Preparing to resolve message: download-homeworks-all
22 Bře 2015 19:02:39,066  INFO session.Room - Player tester has left the room 1427047358612
22 Bře 2015 19:02:39,066 DEBUG session.GameManager - Dropped player tester from server
22 Bře 2015 19:02:39,066 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
22 Bře 2015 19:02:39,067  INFO connection.ServerThread - Client has left: /127.0.0.1
22 Bře 2015 19:05:44,475  INFO connection.ServerThread - Client has connected: /127.0.0.1
22 Bře 2015 19:05:44,478 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
22 Bře 2015 19:05:44,478 DEBUG session.GameManager - Preparing to resolve message: login-tester
22 Bře 2015 19:05:44,481  INFO session.Room - Created a new room 1427047544480
22 Bře 2015 19:05:44,481  INFO session.Room - Player tester has entered the room 1427047544480
22 Bře 2015 19:05:45,078 DEBUG connection.ServerThread - Received download-homeworks-all from IP /127.0.0.1
22 Bře 2015 19:05:45,078 DEBUG session.GameManager - Preparing to resolve message: download-homeworks-all
22 Bře 2015 19:06:49,472 DEBUG connection.ServerThread - Received solution-1-0-OK from IP /127.0.0.1
22 Bře 2015 19:06:49,472 DEBUG session.GameManager - Preparing to resolve message: solution-1-0-OK
22 Bře 2015 19:06:49,474 DEBUG connection.ServerThread - Received solution-2-0-OK from IP /127.0.0.1
22 Bře 2015 19:06:49,474 DEBUG session.GameManager - Preparing to resolve message: solution-2-0-OK
22 Bře 2015 19:06:49,476 DEBUG connection.ServerThread - Received solution-3-0-OK from IP /127.0.0.1
22 Bře 2015 19:06:49,476 DEBUG session.GameManager - Preparing to resolve message: solution-3-0-OK
22 Bře 2015 19:07:48,355 ERROR connection.ServerThread - Error in the run() block: 
java.net.SocketException: Connection reset
22 Bře 2015 19:07:48,355  INFO session.Room - Player tester has left the room 1427047544480
22 Bře 2015 19:07:48,356 DEBUG session.GameManager - Dropped player tester from server
22 Bře 2015 19:07:48,356 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
22 Bře 2015 19:07:48,356  INFO connection.ServerThread - Client has left: /127.0.0.1
22 Bře 2015 19:08:20,248  INFO connection.ServerThread - Client has connected: /127.0.0.1
22 Bře 2015 19:08:20,250 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
22 Bře 2015 19:08:20,250 DEBUG session.GameManager - Preparing to resolve message: login-tester
22 Bře 2015 19:08:20,251  INFO session.Room - Player tester has entered the room 1427047544480
22 Bře 2015 19:08:20,251  INFO session.GameManager - Starting game in room 1427047544480 in 5 seconds
22 Bře 2015 19:08:20,252 DEBUG session.Room - Broadcasted message user1-tester to room 1427047544480
22 Bře 2015 19:08:20,252  INFO session.Starter - Starting game in room 1427047544480 in 5 seconds
22 Bře 2015 19:08:20,558 DEBUG connection.ServerThread - Received download-homeworks-all from IP /127.0.0.1
22 Bře 2015 19:08:20,558 DEBUG session.GameManager - Preparing to resolve message: download-homeworks-all
22 Bře 2015 19:08:24,969 DEBUG connection.ServerThread - Received solution-1-0.02-OK from IP /127.0.0.1
